ID,LARGEST_GIFT_AMOUNT,BIRTH_DATE,FIRST_GIFT_DATE,LARGEST_GIFT_DATE,LAST_GIFT_DATE,TOTAL_GIFT_AMOUNT,TOTAL_NUMBER_GIFTS,TOTAL_GIVING_CAPACITY,TOTAL_INCOME,TOTAL_NETWORTH,TOTAL_DONATIONS,TOTAL_EAD,LARGEST_REALEST_VALUE,TOTAL_NO_EVENTS_PARTICIPATED,GENDER,FIRST_GIFT_AMOUNT,LAST_GIFT_AMOUNT,EDUCATION_SCHOOL_NAME,GRADUATE_DATE,TOTAL_YEARS_GIVING
7938,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7939,,5/1/1993,,,,,,17375,87500,104432,0,1298,0,0,F,,,,,
7940,1000,4/1/1952,6/13/2011,7/13/2016,7/13/2016,3500,4,204864,375000,2506574,5366,7127,389951,1,M,1000,1000,,,3500
7941,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7942,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7943,,5/1/1931,,,,,,31050,45000,22072,0,1677,0,0,M,,,,,
7944,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7945,500,1/1/1939,1/28/2011,1/30/2012,1/30/2012,1000,2,539509,363000,11655763,4332,31478,1397650,0,M,500,500,,,1000
7946,,7/25/1936,,,,,,185541,187500,1276304,61166,5254,0,0,M,,,,,
7947,,3/1/1954,,,,,,255087,225000,5769654,3886,6616,777768,0,F,,,,,
7948,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7949,,4/1/1961,,,,,,150263,187500,3032565,0,4942,841326,0,M,,,,,
7950,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7951,,,,,,,,13455,74750,29008,0,1482,0,0,F,,,,,
7952,,1/1/1962,,,,,,23750,62500,27003,0,1473,0,0,M,,,,,
7953,180,5/1/1972,3/1/2013,3/1/2013,3/1/2013,180,1,52680,187500,445727,180,2131,0,0,F,180,180,,,180
7954,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7955,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7956,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7957,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7958,,8/2/1971,,,,,,0,0,0,0,0,0,0,F,,,,,
7959,,9/1/1983,,,,,,66509,87500,1036081,0,2284,1050170,0,F,,,,,
7960,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7961,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7962,,,,,,,,0,0,0,0,0,0,0,,,,,,
7963,,3/1/1961,,,,,,170716,375000,2144174,0,6307,489328,0,F,,,,,
7964,200,1/1/1944,3/1/2010,6/11/2012,6/11/2012,300,2,47877,33200,766259,300,1323,579698,0,M,100,200,,,300
7965,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7966,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7967,,,,,,,,0,0,0,0,0,0,0,,,,,,
7968,,4/1/1953,,,,,,59531,87500,642617,0,1829,368125,0,M,,,,,
7969,,5/1/1976,,,,,,100554,187500,1366523,9123,3657,441860,0,M,,,,,
7970,,12/1/2026,,,,,,82868,112500,995564,743,4311,0,0,M,,,,,
7971,,9/1/1971,,,,,,9800,35000,8718,0,1063,0,0,F,,,,,
7972,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7973,1200,,7/15/2003,10/30/2008,1/22/2009,3038.5,8,3039,0,0,3039,0,0,0,F,8.5,600,,,3038.5
7974,,4/1/1961,,,,,,27300,70000,32526,0,1557,0,0,F,,,,,
7975,,8/1/1964,,,,,,122900,70000,2462332,0,2908,810520,1,M,,,,,
7976,300,6/1/1960,6/2/1996,6/1/2009,8/16/2010,2009,12,307373,62500,9344738,2009,3797,647796,0,F,20,50,,,2009
7977,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7978,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7979,,4/1/1965,,,,,,40594,62500,478512,0,1436,374388,0,M,,,,,
7980,,,,,,,,6024,75300,26040,0,1230,0,0,F,,,,,
7981,,,,,,,,62257,225000,856417,95,3700,424742,0,M,,,,,
7982,,5/1/1982,,,,,,105642,187500,810113,42043,3139,596988,1,M,,,,,
7983,,1/1/1958,,,,,,32985,45000,348582,0,1330,281692,0,F,,,,,
7984,,,,,,,,0,0,0,0,0,0,0,,,,,,
7985,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7986,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7987,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7988,,11/1/1963,,,,,,56752,47500,881712,0,1958,655450,0,M,,,,,
7989,,,,,,,,0,0,0,0,0,0,0,,,,,,
7990,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7991,,11/1/1956,,,,,,22755,52500,21603,180,1430,0,0,M,,,,,
7992,,3/1/1934,,,,,,167104,88400,4427423,0,4955,519369,0,M,,,,,
7993,,12/1/1964,,,,,,23263,35000,233341,0,1129,220265,0,F,,,,,
7994,,6/1/1949,,,,,,8925,17500,3176,0,972,0,0,F,,,,,
7995,180,5/1/1973,6/5/1998,8/12/2008,5/22/2009,1047,11,135665,375000,1867575,1047,5482,667354,0,F,5,15,,,1047
7996,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7997,,8/1/1954,,,,,,71554,125000,698613,0,2103,281072,0,F,,,,,
7998,,1/1/1961,,,,,,89685,187500,914785,0,2342,331198,0,M,,,,,
7999,,,,,,,,0,0,0,0,0,0,0,,,,,,
8000,,3/1/1957,,,,,,201369,375000,3164789,12077,7125,560842,3,F,,,,,
8001,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8002,,4/30/2002,,,,,,0,0,0,0,0,0,0,M,,,,,
8003,,3/1/1946,,,,,,129838,187500,1919219,0,5191,571753,0,M,,,,,
8004,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8005,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8006,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8007,100,8/1/1956,3/24/2016,3/24/2016,3/24/2016,100,1,124566,187500,1831223,3964,4656,762038,0,M,100,100,,,100
8008,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8009,,6/1/1959,,,,,,74610,87500,1136804,0,2874,558831,0,F,,,,,
8010,,2/1/1976,,,,,,27236,61400,268864,0,1297,0,0,F,,,,,
8011,250,11/1/1975,2/20/2020,2/20/2020,2/20/2020,250,1,47162,70000,618353,250,1369,602244,0,F,250,250,,,250
8012,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8013,,,,,,,,16634,74750,29008,3179,1482,0,1,F,,,,,
8014,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8015,,3/1/1959,,,,,,112569,187500,1659581,0,4428,713871,0,F,,,,,
8016,,10/1/1945,,,,,,55450,70600,611421,0,1777,346529,0,M,,,,,
8017,,7/1/1959,,,,,,101037,187500,1056122,4114,4018,400960,1,M,,,,,
8018,1000,11/1/1949,2/16/2018,2/16/2018,2/16/2018,1000,1,36223,47500,340885,1223,1457,0,0,M,1000,1000,,,1000
8019,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8020,,8/1/2024,,,,,,39982,27500,590271,150,1452,378631,0,M,,,,,
8021,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8022,,4/1/1931,,,,,,61203,88700,59652,0,2222,0,0,F,,,,,
8023,4920,,4/22/2005,11/16/2016,12/22/2020,80318.14,,80318,0,0,80318,0,0,,M,671.31,226,,,80318.14
8024,,2/1/1977,,,,,,72541,132000,1015398,0,2907,485000,0,M,,,,,
8025,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8026,,9/1/1964,,,,,,41141,62500,451253,130,1436,382719,0,M,,,,,
8027,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8028,180,10/1/1972,3/1/2009,2/19/2015,12/17/2015,705,4,58435,125000,626725,705,1786,479604,0,F,180,60,,,705
8029,1000,6/1/1954,9/4/2020,9/4/2020,9/4/2020,1000,1,106949,187500,1086166,4179,4239,330400,0,M,1000,1000,,,1000
8030,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8031,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8032,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8033,,4/1/1941,,,,,,67725,70000,1050114,0,3036,528497,0,F,,,,,
8034,180,,2/24/2000,2/19/2015,2/10/2016,330,4,330,0,0,330,0,0,0,F,25,15,,,330
8035,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8036,,3/1/1952,,,,,,34164,40000,380780,0,1334,299288,0,M,,,,,
8037,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8038,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8039,,,,,,,,13455,74750,72786,0,1482,0,0,M,,,,,
8040,,3/1/1953,,,,,,23725,42500,131376,0,1356,0,0,F,,,,,
8041,,6/1/1939,,,,,,170412,57600,4414952,2964,3853,1374570,0,M,,,,,
8042,28.98,,9/11/2021,4/23/2022,4/23/2022,446.88,16,7585,39653,9382,447,1194,0,0,F,27.86,28.98,,,446.88
8043,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8044,,9/1/1978,,,,,,58814,187500,656743,0,2007,388787,1,M,,,,,
8045,,10/1/1938,,,,,,114837,125000,1977877,0,4649,390952,0,F,,,,,
8046,,11/1/1958,,,,,,51250,125000,406516,0,2014,0,0,F,,,,,
8047,600,,6/17/1997,10/7/2013,10/7/2013,700,2,700,0,0,700,0,0,0,M,100,600,,,700
8048,,4/1/1962,,,,,,90986,187500,1068698,0,3911,394728,0,F,,,,,
8049,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8050,,8/1/1965,,,,,,56305,87500,739326,0,1650,513599,0,M,,,,,
8051,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8052,,10/1/1951,,,,,,55421,87500,538440,0,1845,268429,0,M,,,,,
8053,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8054,,8/1/1969,,,,,,2325,7500,0,0,576,0,0,F,,,,,
8055,,1/1/1960,,,,,,28750,62500,164367,0,1499,0,0,F,,,,,
8056,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8057,180,2/1/1948,6/1/1997,7/1/2014,7/1/2014,355,4,259385,375000,5328281,4026,8742,429983,0,F,25,180,,,355
8058,,12/1/1969,,,,,,33750,87500,249657,0,1581,0,0,F,,,,,
8059,,6/1/1956,,,,,,108568,187500,1226078,2650,4272,468367,1,M,,,,,
8060,,10/1/1966,,,,,,60832,70000,897529,0,2292,520450,0,F,,,,,
8061,,10/1/1971,,,,,,118750,375000,1253097,0,5052,0,2,M,,,,,
8062,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8063,,,,,,,,0,0,0,0,0,0,0,,,,,,
8064,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8065,,3/1/1961,,,,,,111171,105000,2236488,0,3538,839046,0,M,,,,,
8066,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8067,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8068,,,,,,,,6118,33987,6780,0,1132,0,0,M,,,,,
8069,500,11/1/1951,6/4/2005,6/3/2008,3/12/2014,869,5,139099,225000,1995303,869,5363,604609,0,F,100,25,,,869
8070,100,9/1/1939,4/26/2013,4/26/2013,4/26/2013,100,1,182380,225000,1323300,41130,5531,0,0,M,100,100,,,100
8071,180,1/1/1954,6/1/2012,6/1/2012,6/21/2016,280,4,21840,36000,159948,280,1255,0,0,F,180,20,,,280
8072,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8073,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8074,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8075,,12/1/1974,,,,,,64284,125000,854342,0,2776,660685,0,M,,,,,
8076,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8077,,2/12/1952,,,,,,63884,87500,732963,0,1845,437680,0,M,,,,,
8078,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8079,,3/1/1954,,,,,,223448,375000,4184833,0,7810,531645,0,M,,,,,
8080,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8081,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8082,,10/1/1965,,,,,,88113,62500,1703189,0,2504,562622,0,M,,,,,
8083,,3/1/1971,,,,,,66557,125000,879483,0,2883,606149,0,M,,,,,
8084,,7/1/2019,,,,,,34425,42500,22604,0,1816,0,0,,,,,,
8085,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8086,100,5/1/1946,7/31/2013,7/31/2013,7/31/2013,100,1,43856,39000,567897,100,1390,453921,0,F,100,100,,,100
8087,,3/1/1954,,,,,,52750,87500,495607,0,1814,0,0,M,,,,,
8088,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8089,,4/1/1963,,,,,,44830,84000,425035,0,1651,0,0,F,,,,,
8090,,3/1/2003,,,,,,0,0,0,0,0,0,0,M,,,,,
8091,,9/1/1981,,,,,,65500,225000,790597,0,3387,500000,4,M,,,,,
8092,,2/1/1966,,,,,,53286,62500,766404,0,1423,640714,0,F,,,,,
8093,,11/1/1979,,,,,,8620,43100,11399,0,1082,0,0,F,,,,,
8094,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8095,,3/1/1970,,,,,,84328,187500,1197192,0,3725,561559,0,M,,,,,
8096,,12/1/1940,,,,,,209466,187500,3827762,44158,6336,668310,0,F,,,,,
8097,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8098,,9/1/1943,,,,,,15792,28200,8965,0,1236,0,0,F,,,,,
8099,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8100,,10/1/1956,,,,,,121257,225000,1439335,0,4762,490139,0,F,,,,,
8101,,,,,,,,0,0,0,0,0,0,0,,,,,,
8102,,10/1/1949,,,,,,25000,45000,109748,0,1425,0,0,M,,,,,
8103,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8104,,3/1/1976,,,,,,8616,29400,26961,0,956,31190,0,F,,,,,
8105,1000,3/1/1970,3/3/2021,3/3/2021,3/3/2021,1000,1,203647,375000,3837232,1000,6585,1324590,0,F,1000,1000,,,1000
8106,,6/1/1932,,,,,,82383,87500,1072210,0,3708,457656,0,M,,,,,
8107,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8108,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8109,,8/1/1940,,,,,,133453,187500,1688812,0,5366,245906,0,F,,,,,
8110,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8111,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8112,,10/1/1953,,,,,,34385,74750,38379,0,1699,0,0,F,,,,,
8113,,2/1/1949,,,,,,105625,187500,997467,0,4368,0,0,F,,,,,
8114,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8115,,6/1/1936,,,,,,40000,62500,34494,0,1841,0,0,F,,,,,
8116,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8117,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8118,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8119,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8120,,1/1/2021,,,,,,19750,25000,9731,0,1433,0,0,F,,,,,
8121,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8122,,,,,,,,7125,39583,9350,0,1193,0,0,F,,,,,
8123,,12/1/1979,,,,,,5000,25000,3329,0,863,0,0,M,,,,,
8124,180,5/1/1932,6/2/2002,6/1/2015,6/1/2016,1686,11,51366,46200,613946,1686,1681,365286,0,F,144,15,,,1686
8125,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8126,,4/1/1982,,,,,,65595,187500,836951,0,3163,636890,0,F,,,,,
8127,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8128,180,6/1/1985,1/25/2012,1/25/2012,1/25/2012,180,1,28349,62500,273209,180,1209,375881,0,M,180,180,,,180
8129,,,,,,,,10710,41839,10437,3179,1216,0,3,F,,,,,
8130,360,2/1/1959,2/26/2005,2/26/2005,4/11/2011,804,7,26429,62500,27843,804,1511,0,0,F,360,12,,,804
8131,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8132,,12/1/1977,,,,,,9900,45000,12748,0,1121,0,0,F,,,,,
8133,180,4/1/1950,2/25/2000,3/14/2017,3/14/2017,1944,13,53850,87500,426551,1944,1877,163110,0,F,144,180,,,1944
8134,,12/1/1933,,,,,,75939,87500,909339,0,2153,363776,0,M,,,,,
8135,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8136,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8137,,,,,,,,0,0,0,0,0,0,0,,,,,,
8138,,2/1/1933,,,,,,272849,62500,4947876,80499,4364,919773,0,M,,,,,
8139,,9/23/1931,,,,,,83855,31000,2065010,50,2634,712834,0,F,,,,,
8140,,,,,,,,0,0,0,0,0,0,0,,,,,,
8141,,12/1/1975,,,,,,137574,74100,2515517,0,2694,575342,0,M,,,,,
8142,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8143,,10/1/1959,,,,,,85537,187500,763722,0,2362,210735,0,M,,,,,
8144,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8145,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8146,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8147,,6/2/2004,,,,,,17250,225000,22532,0,1746,0,0,M,,,,,
8148,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8149,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8150,,,,,,,,0,0,0,0,0,0,0,,,,,,
8151,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8152,,9/1/1966,,,,,,66316,47000,1014642,2465,1953,733281,0,M,,,,,
8153,,,,,,,,0,0,0,0,0,0,0,,,,,,
8154,,10/1/1932,,,,,,49469,51300,567088,0,1741,301964,0,M,,,,,
8155,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8156,,9/1/1951,,,,,,107058,187500,1157082,0,4383,341152,0,M,,,,,
8157,,1/1/1943,,,,,,87222,55000,2040547,0,3066,664581,0,F,,,,,
8158,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8159,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8160,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8161,,8/1/1960,,,,,,15685,37500,30986,0,1213,13700,0,F,,,,,
8162,,7/1/1972,,,,,,85230,187500,1064930,3179,3581,591014,0,M,,,,,
8163,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8164,50,3/1/1961,6/11/2012,6/11/2012,6/11/2012,50,1,40688,96600,175563,3014,1779,0,0,M,50,50,,,50
8165,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8166,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8167,,8/1/1945,,,,,,29750,35000,300775,0,1340,210000,0,F,,,,,
8168,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8169,,11/1/1955,,,,,,55000,125000,448197,0,2067,0,0,F,,,,,
8170,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8171,,3/1/2026,,,,,,176521,87500,5163312,50,5536,769188,0,M,,,,,
8172,200,10/1/1948,6/10/2014,6/10/2014,6/10/2014,200,1,208236,375000,2597199,200,7401,335717,0,F,200,200,,,200
8173,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8174,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8175,,6/1/1962,,,,,,11400,30000,7656,0,1087,0,0,F,,,,,
8176,,,,,,,,0,0,0,0,0,0,0,,,,,,
8177,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8178,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8179,,,,,,,,11250,62500,21573,0,1394,0,0,F,,,,,
8180,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8181,,8/1/1951,,,,,,202000,375000,2544731,750,7221,0,0,F,,,,,
8182,,12/1/1948,,,,,,23931,27500,247834,0,1172,198129,0,F,,,,,
8183,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8184,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8185,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8186,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8187,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8188,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8189,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8190,,,,,,,,13312,73953,28509,0,1477,0,0,M,,,,,
8191,,11/1/1952,,,,,,49363,87500,400709,0,1829,164763,0,F,,,,,
8192,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8193,,12/1/1959,,,,,,18179,37500,11892,3179,1213,0,0,,,,,,
8194,100,,3/6/2014,6/10/2015,6/10/2015,125,2,125,0,0,125,0,0,0,F,25,100,,,125
8195,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8196,,5/1/1947,,,,,,100457,125000,1560718,73,4075,523887,0,M,,,,,
8197,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8198,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8199,,11/1/1954,,,,,,162646,187500,4551777,0,5704,1051420,0,M,,,,,
8200,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8201,,5/1/1960,,,,,,103210,187500,1348238,2000,4192,524191,0,M,,,,,
8202,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8203,100,,2/7/2002,6/4/2019,6/4/2019,225,3,225,0,0,225,0,0,0,M,25,100,,,225
8204,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8205,,3/1/1973,,,,,,16875,62500,23969,0,1340,0,0,F,,,,,
8206,,6/1/1971,,,,,,41498,125000,273871,0,1817,104963,0,M,,,,,
8207,100,3/1/1966,3/16/2017,3/16/2017,3/16/2017,100,1,59973,87500,822920,100,1636,602468,2,M,100,100,,,100
8208,1000,,9/25/1995,6/10/2013,10/25/2017,5145,14,12283,39653,9382,5145,1194,0,3,M,25,500,,,5145
8209,,2/1/2025,,,,,,46875,62500,37842,0,2023,0,0,F,,,,,
8210,,2/1/1968,,,,,,35665,70000,335942,0,1466,265305,0,M,,,,,
8211,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8212,180,5/1/1934,2/29/2000,6/1/2010,5/10/2011,970,19,55247,33200,936169,970,1441,647305,0,F,50,15,,,970
8213,180,8/1/1979,2/16/2017,2/16/2017,2/16/2017,180,1,33291,52500,363409,180,1184,441728,0,F,180,180,,,180
8214,,4/1/1940,,,,,,61139,96600,62813,3179,2131,0,0,M,,,,,
8215,,12/8/1970,,,,,,21678,74750,32590,0,1468,0,0,F,,,Texas Tech University,1992,
8216,2500,7/1/1936,9/13/1993,6/14/2016,5/23/2017,6600,5,152582,187500,1952385,9030,5768,471037,0,M,100,1000,,,6600
8217,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8218,,9/1/1930,,,,,,25185,36500,15984,0,1538,0,0,F,,,,,
8219,,,,,,,,0,0,0,0,0,0,0,,,,,,
8220,,5/1/1957,,,,,,24280,45000,95805,2430,1342,0,0,M,,,,,
8221,,8/1/1979,,,,,,29098,70000,267679,0,1334,287963,0,M,,,,,
8222,,12/1/1974,,,,,,48239,87500,623833,0,1515,527284,0,,,,,,
8223,,7/1/1963,,,,,,78208,125000,1088054,0,3234,639157,0,F,,,,,
8224,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8225,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8226,180,10/1/1981,2/22/2007,3/1/2010,3/30/2011,724,6,27283,87500,212261,724,1426,216173,0,F,144,15,,,724
8227,100,6/1/1937,2/26/2014,2/26/2014,2/26/2014,100,1,294285,41300,8013769,313,3830,802511,0,M,100,100,,,100
8228,,8/1/1971,,,,,,36250,125000,302924,0,1817,0,0,F,,,,,
8229,180,,6/1/2012,6/1/2012,6/1/2012,180,1,17157,41000,200961,180,1207,191945,0,F,180,180,,,180
8230,,12/1/1955,,,,,,47100,70000,492485,0,1625,326000,0,M,,,,,
8231,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8232,,7/1/1974,,,,,,16250,62500,23696,0,1329,0,0,M,,,,,
8233,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8234,,7/1/1981,,,,,,30569,70000,293372,0,1312,345381,0,M,,,,,
8235,,,,,,,,53378,187500,711292,0,2029,392569,0,F,,,,,
8236,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8237,,10/1/1963,,,,,,36697,45000,437122,0,1264,409937,0,F,,,,,
8238,,5/1/1978,,,,,,160316,187500,2920143,0,4218,665401,0,F,,,,,
8239,1000,10/1/1930,4/3/2012,1/20/2022,1/20/2022,1475,3,308779,375000,9180470,3846,11706,642417,1,M,400,1000,,,1475
8240,108.9,7/1/1968,2/29/2016,2/29/2016,2/29/2016,108.9,1,138557,169000,2676728,109,4297,1411760,0,F,108.9,108.9,,,108.9
8241,,6/1/1955,,,,,,108154,187500,1264352,0,4343,475587,0,F,,,,,
8242,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8243,,2/1/2020,,,,,,311250,375000,5118806,0,11568,0,0,F,,,,,
8244,,,,,,,,8364,46466,12756,0,1260,0,0,M,,,,,
8245,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8246,,1/1/1968,,,,,,25200,47500,226050,0,1249,0,0,F,,,,,
8247,,11/1/1932,,,,,,125625,187500,1564777,0,5662,0,0,M,,,,,
8248,,12/1/1964,,,,,,38105,70000,365085,0,1505,272105,0,M,,,,,
8249,,3/1/1949,,,,,,55361,87500,504308,0,1893,214710,0,M,,,,,
8250,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8251,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8252,180,12/1/1978,2/24/2001,6/1/2011,1/25/2012,420,3,45418,70000,578252,420,1334,585784,0,F,144,60,,,420
8253,,8/1/1963,,,,,,61691,87500,851893,0,1679,586319,0,M,,,,,
8254,300,1/1/1946,12/4/1990,12/11/2006,1/8/2008,1180,12,66645,87500,749715,1180,1943,364295,1,M,50,100,,,1180
8255,,2/1/2026,,,,,,56800,70000,483475,0,2103,0,0,F,,,,,
8256,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8257,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8258,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8259,,4/1/1955,,,,,,28125,62500,28971,0,1564,0,0,M,,,,,
8260,,9/1/1948,,,,,,115878,187500,1344549,0,4666,405054,0,F,,,,,
8261,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8262,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8263,20000,1/1/1977,9/16/2021,9/16/2021,9/16/2021,20000,1,65741,70000,595519,20000,1357,592826,0,F,20000,20000,,,20000
8264,,,,,,,,8364,46466,44756,0,1260,0,0,M,,,,,
8265,250,7/1/1986,9/15/2021,9/15/2021,9/15/2021,250,1,32764,70000,314196,250,1256,454271,5,F,250,250,,,250
8266,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8267,180,2/1/1949,6/15/2011,6/15/2011,6/15/2011,180,1,53530,47500,819015,180,1470,582491,0,M,180,180,,,180
8268,,6/1/1956,,,,,,77426,87500,1216704,1426,2998,0,1,M,,,,,
8269,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8270,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8271,,,,,,,,0,0,0,0,0,0,0,M,,,,,
8272,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8273,,3/1/1932,,,,,,142500,187500,1800603,0,5904,0,0,F,,,,,
8274,,10/1/1939,,,,,,236250,375000,2909410,0,8315,0,0,F,,,,,
8275,,,,,,,,0,0,0,0,0,0,0,F,,,,,
8276,,7/1/1977,,,,,,8050,35000,7968,0,1019,0,0,F,,,,,
8277,,6/1/1946,,,,,,266832,187500,6615689,285,6783,636473,0,M,,,,,
