ID,LARGEST_GIFT_AMOUNT,BIRTH_DATE,FIRST_GIFT_DATE,LARGEST_GIFT_DATE,LAST_GIFT_DATE,TOTAL_GIFT_AMOUNT,TOTAL_NUMBER_GIFTS,TOTAL_GIVING_CAPACITY,TOTAL_INCOME,TOTAL_NETWORTH,TOTAL_DONATIONS,TOTAL_EAD,LARGEST_REALEST_VALUE,TOTAL_NO_EVENTS_PARTICIPATED,GENDER,FIRST_GIFT_AMOUNT,LAST_GIFT_AMOUNT,EDUCATION_SCHOOL_NAME,GRADUATE_DATE,TOTAL_YEARS_GIVING
7600,,10/1/1955,,,,,,115483,225000,1232007,0,4644,329665,0,F,,,,,
7601,230,,6/17/2013,6/17/2013,6/17/2013,230,1,230,0,0,230,0,0,0,M,230,230,,,230
7602,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7603,,3/1/1951,,,,,,48376,25000,813026,0,1107,407035,0,F,,,,,
7604,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7605,,,,,,,,5387,29900,5033,5,1084,0,0,M,,,,,
7606,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7607,,8/1/1965,,,,,,22295,63700,26968,0,1447,0,0,M,,,,,
7608,,,,,,,,0,0,0,0,0,0,1,M,,,,,
7609,,9/1/1956,,,,,,60597,125000,458589,0,2049,136930,0,M,,,,,
7610,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7611,,1/1/1979,,,,,,40820,112500,389707,0,1624,343897,0,F,,,,,
7612,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7613,,8/1/1984,,,,,,27750,87500,235112,0,1402,0,0,F,,,,,
7614,,,,,,,,8559,47550,13314,0,1270,0,0,M,,,,,
7615,,,,,,,,0,0,0,0,0,0,1,,,,,,
7616,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7617,100,5/1/1972,8/20/2012,3/14/2017,3/14/2017,125,2,92162,225000,1190507,125,3983,580747,1,F,25,100,,,125
7618,,8/1/1954,,,,,,46606,47500,594414,0,1408,495123,0,F,,,,,
7619,,3/1/1956,,,,,,81026,125000,1131604,0,3479,490936,0,F,,,,,
7620,200,3/1/1953,3/1/2010,6/1/2012,6/1/2012,380,4,103118,95800,2201684,380,3650,665865,0,M,200,200,,,380
7621,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7622,,5/1/1951,,,,,,233750,375000,4479274,0,8167,0,0,M,,,,,
7623,,3/1/1940,,,,,,64206,93600,565821,0,2103,160924,0,F,,,,,
7624,180,3/1/1989,2/18/2016,2/18/2016,2/10/2017,195,2,63500,87500,897236,195,2158,445881,0,F,180,15,,,195
7625,450,7/1/1951,1/7/2013,1/7/2013,1/7/2013,450,1,117325,187500,1597585,450,4745,0,0,F,450,450,,,450
7626,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7627,,3/1/1985,,,,,,15625,87500,85845,0,1390,0,0,F,,,,,
7628,,8/1/1937,,,,,,55176,87500,55815,51,2099,0,0,M,,,,,
7629,50,1/1/1950,2/25/2002,8/3/2013,8/3/2013,100,2,22600,45000,18214,100,1425,0,0,F,50,50,,,100
7630,,3/1/1985,,,,,,53045,70000,678244,0,1893,715581,0,F,,,,,
7631,300,,6/5/2004,6/12/2018,6/12/2018,2700,12,2700,0,0,2700,0,0,0,M,100,300,,,2700
7632,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7633,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7634,,5/1/1930,,,,,,132313,187500,409636,807,3056,5120,0,M,,,,,
7635,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7636,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7637,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7638,,,,,,,,13455,74750,29008,0,1482,0,0,M,,,,,
7639,,7/1/1952,,,,,,56028,47400,879475,0,1431,665512,0,M,,,,,
7640,,6/1/1952,,,,,,50750,87500,423140,0,1845,0,0,F,,,,,
7641,,7/1/1958,,,,,,64833,62500,1009624,0,2420,422112,0,F,,,,,
7642,60,,2/18/2016,2/18/2016,2/28/2016,60,1,12660,70000,26061,60,1449,0,0,F,60,60,,,60
7643,480,7/1/1947,3/1/2010,3/1/2011,5/10/2016,765,3,69530,87500,834753,765,1926,447800,0,M,480,15,,,765
7644,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7645,180,12/1/1969,3/1/2011,3/1/2013,2/18/2016,360,3,51408,82800,663077,360,1545,524169,0,F,180,20,,,360
7646,,2/1/1978,,,,,,45509,58700,607567,0,1251,386204,1,M,,,,,
7647,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7648,1000,7/1/1935,6/12/2012,6/12/2012,6/12/2012,1000,1,51135,47500,620243,1000,1657,385197,0,M,1000,1000,,,1000
7649,75,,4/3/2012,4/3/2012,4/3/2012,75,1,9951,54866,17233,75,1334,0,0,M,75,75,,,75
7650,,8/1/1947,,,,,,109375,187500,1074300,0,4528,0,0,F,,,,,
7651,250,,8/5/2020,8/5/2020,8/5/2020,250,1,250,0,0,250,0,0,1,M,250,250,,,250
7652,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7653,,12/1/1954,,,,,,215640,375000,3454051,4114,7421,855512,0,M,,,,,
7654,,1/1/1970,,,,,,13629,33700,74826,0,1065,70372,0,F,,,,,
7655,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7656,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7657,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7658,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7659,180,10/1/1963,6/1/2015,6/1/2015,6/1/2015,180,1,76618,125000,1060368,180,3187,628765,0,F,180,180,,,180
7660,,11/1/1972,,,,,,43625,87500,455839,0,1541,0,0,F,,,,,
7661,,8/1/1963,,,,,,6475,17500,2099,0,862,0,0,F,,,,,
7662,,9/1/1930,,,,,,86250,125000,1000791,0,4347,0,0,M,,,,,
7663,100,3/1/1972,3/5/2015,3/5/2015,3/5/2015,100,1,16364,31300,139749,100,1015,0,0,F,100,100,,,100
7664,,8/1/1957,,,,,,71896,70000,1084842,2430,2615,445252,0,F,,,,,
7665,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7666,,3/1/2027,,,,,,63875,87500,75967,0,2287,0,1,M,,,,,
7667,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7668,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7669,,1/1/1934,,,,,,52500,62500,537000,0,1873,0,0,M,,,,,
7670,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7671,,10/9/1950,,,,,,159984,225000,2763342,0,5814,618742,0,M,,,,,
7672,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7673,,1/1/1944,,,,,,126327,69600,2954467,0,3669,483187,0,M,,,,,
7674,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7675,,9/1/1978,,,,,,19375,62500,130101,0,1273,0,0,F,,,,,
7676,50,10/1/1957,3/20/2022,3/20/2022,3/20/2022,50,1,43095,62500,459409,50,1524,335909,0,F,50,50,,,50
7677,,9/1/1984,,,,,,20850,139000,195811,0,1684,0,0,F,,,,,
7678,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7679,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7680,,12/1/1946,,,,,,33125,62500,31261,0,1675,0,0,M,,,,,
7681,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7682,,,,,,,,13455,74750,43088,0,1482,0,0,M,,,,,
7683,,8/1/1932,,,,,,39915,37500,466029,0,1542,288292,0,F,,,,,
7684,,4/1/2027,,,,,,18422,17000,179759,0,1160,120244,0,F,,,,,
7685,,7/1/1976,,,,,,60997,123000,795106,0,2694,629530,0,M,,,,,
7686,,,,,,,,0,0,0,0,0,0,0,,,,,,
7687,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7688,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7689,,11/1/1964,,,,,,43750,125000,334014,0,1913,0,0,,,,,,
7690,,6/1/1965,,,,,,65625,187500,560289,0,2263,0,0,M,,,,,
7691,,6/1/1967,,,,,,38940,118000,290432,0,1836,0,0,M,,,,,
7692,,12/1/1972,,,,,,123034,187500,2246741,0,4155,743604,1,M,,,,,
7693,,12/1/1962,,,,,,53875,87500,594869,0,1679,430000,0,F,,,,,
7694,600,,2/24/2001,2/25/2005,1/31/2006,1618,5,1618,0,0,1618,0,0,0,F,144,100,,,1618
7695,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7696,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7697,50,9/1/1944,9/27/2011,9/27/2011,9/27/2011,50,1,134322,187500,2064348,50,5327,355045,0,F,50,50,,,50
7698,,6/1/1957,,,,,,45492,47500,649588,0,1372,501334,0,M,,,,,
7699,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7700,,,,,,,,0,0,0,0,0,0,0,,,,,,
7701,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7702,,4/1/1958,,,,,,39250,87500,199216,0,1752,0,0,F,,,,,
7703,,1/1/1946,,,,,,32851,24800,440761,0,1152,389184,0,F,,,,,
7704,125,1/1/1984,4/6/2022,4/6/2022,4/6/2022,125,1,60125,375000,729065,125,2562,0,0,M,125,125,,,125
7705,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7706,,5/1/1959,,,,,,126423,225000,1822538,0,4913,342856,2,M,,,,,
7707,,6/1/1947,,,,,,83267,62500,1830136,0,3053,636649,0,F,,,,,
7708,,10/1/1971,,,,,,24500,87500,41175,0,1554,0,0,F,,,,,
7709,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7710,10000,8/3/1955,4/15/1996,12/16/2010,4/23/2022,13998.53,52,141285,187500,2077223,13999,4832,607746,3,F,24,52.28,,,13998.53
7711,250,9/1/1947,2/24/2001,3/21/2001,1/22/2016,782,5,158144,112500,3811596,1532,4653,649986,0,M,250,100,,,782
7712,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7713,,4/1/1966,,,,,,48721,125000,344221,0,1897,124420,0,M,,,,,
7714,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7715,135,9/1/1975,3/1/2011,3/1/2011,3/1/2011,135,1,16330,62500,50228,135,1306,23900,0,F,135,135,,,135
7716,,,,,,,,0,0,0,0,0,0,0,,,,,,
7717,,,,,,,,4500,25000,3103,0,1020,0,0,,,,,,
7718,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7719,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7720,,10/1/1941,,,,,,111929,187500,1174545,3179,4846,0,0,M,,,,,
7721,,6/1/1959,,,,,,50875,87500,533575,0,1738,0,0,M,,,,,
7722,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7723,,5/1/1944,,,,,,67260,62500,1109832,0,2829,645200,0,M,,,,,
7724,,4/1/1950,,,,,,3750,7500,0,0,678,0,0,F,,,,,
7725,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7726,,9/1/1973,,,,,,21250,62500,133930,0,1329,0,0,F,,,,,
7727,,11/1/2020,,,,,,61627,45000,1108851,0,3069,521539,0,F,,,,,
7728,,1/1/1965,,,,,,29015,62500,218280,0,1436,142803,0,F,,,,,
7729,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7730,180,4/1/1985,6/1/2013,6/1/2013,6/1/2013,180,1,23305,62500,194782,180,1209,0,0,F,180,180,,,180
7731,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7732,,10/1/1953,,,,,,137135,187500,2737174,0,5171,611142,0,M,,,,,
7733,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7734,,1/1/1972,,,,,,35000,125000,264911,0,1802,0,0,F,,,,,
7735,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7736,,6/1/1967,,,,,,45000,125000,323014,0,1881,0,0,F,,,,,
7737,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7738,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7739,,,,,,,,0,0,0,0,0,0,0,,,,,,
7740,,1/1/1956,,,,,,101742,187500,1111980,0,4181,384847,0,M,,,,,
7741,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7742,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7743,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7744,180,8/1/1978,3/1/2009,2/22/2018,2/1/2019,455,6,29438,66400,274427,455,1317,287492,0,M,25,15,,,455
7745,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7746,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7747,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7748,,,,,,,,0,0,0,0,0,0,0,,,,,,
7749,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7750,180,5/1/1973,3/1/2008,3/1/2014,2/19/2015,1245,7,16770,37500,109448,1245,1085,107999,0,M,180,70,,,1245
7751,,2/1/1949,,,,,,61303,62500,945070,0,1647,588555,0,F,,,,,
7752,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7753,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7754,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7755,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7756,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7757,300,,1/23/1995,12/7/2021,12/7/2021,380.5,6,381,0,0,381,0,0,0,F,12,300,,,380.5
7758,,2/1/1953,,,,,,47976,45000,752595,0,1389,536526,0,F,,,,,
7759,,4/1/1959,,,,,,108236,187500,1512511,0,4340,627224,0,M,,,,,
7760,60,11/1/1975,3/1/2011,3/1/2011,3/1/2011,60,1,46766,47500,656091,60,1166,706125,0,M,60,60,,,60
7761,,,,,,,,0,0,0,0,0,0,1,,,,,,
7762,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7763,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7764,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7765,,10/1/1967,,,,,,10500,25000,49304,0,957,0,0,M,,,,,
7766,,2/1/1930,,,,,,123575,125000,2281605,0,5256,721500,0,F,,,,,
7767,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7768,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7769,180,9/1/2024,6/4/2018,6/4/2018,6/4/2018,180,1,214781,225000,4783158,180,8536,588508,1,M,180,180,Baylor University School of Nursing,,180
7770,,3/1/1954,,,,,,65190,75500,952530,200,2710,605202,0,M,,,,,
7771,,7/1/1957,,,,,,33588,51600,319739,0,1420,227992,0,F,,,,,
7772,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7773,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7774,,3/1/1949,,,,,,111602,187500,1200154,273,4550,314072,0,M,,,,,
7775,16.89,,11/3/2020,4/23/2022,4/23/2022,268.42,17,268,0,0,268,0,0,1,F,10,16.89,,,268.42
7776,,,,,,,,0,0,0,0,0,0,0,,,,,,
7777,,9/1/1980,,,,,,13466,31400,106062,0,941,0,0,F,,,,,
7778,,9/1/1968,,,,,,42500,125000,307018,0,1849,0,0,F,,,,,
7779,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7780,,1/1/1969,,,,,,41302,87500,388518,0,1595,283537,0,F,,,,,
7781,,7/1/1971,,,,,,21875,62500,126076,0,1364,0,0,F,,,,,
7782,,7/1/1966,,,,,,66284,47500,1246448,0,2062,364926,0,F,,,,,
7783,,9/1/1949,,,,,,46154,57500,513857,0,1577,348084,0,M,,,,,
7784,,8/1/1949,,,,,,11475,22500,5449,0,1078,0,0,F,,,,,
7785,,,,,,,,6300,35000,7231,0,1144,0,0,F,,,,,
7786,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7787,50,,2/26/2005,6/1/2016,6/1/2016,450,9,22950,125000,241617,450,1767,0,0,M,50,50,,,450
7788,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7789,,3/1/1965,,,,,,71516,125000,941911,0,3079,555315,4,F,,,,,
7790,,8/1/1966,,,,,,50904,87500,554600,0,1636,423085,0,F,,,,,
7791,500,10/1/1942,8/28/2019,8/28/2019,8/28/2019,500,1,88526,87500,1466119,500,3547,763027,0,M,500,500,,,500
7792,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7793,,10/1/1952,,,,,,206646,62500,4470924,0,3487,671699,0,F,,,,,
7794,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7795,,8/1/1942,,,,,,42263,29500,669434,0,1281,503053,0,F,,,,,
7796,,8/1/1960,,,,,,279403,187500,10283162,0,22953,858050,0,F,,,,,
7797,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7798,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7799,,10/1/1931,,,,,,292168,306000,8016103,1186,10241,1658040,0,M,,,,,
7800,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7801,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7802,,,,,,,,0,0,0,0,0,0,0,,,,,,
7803,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7804,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7805,,5/1/1974,,,,,,48750,187500,417339,0,2095,0,0,F,,,,,
7806,250,3/1/1937,2/24/2001,6/11/2012,9/15/2021,2324,15,134321,187500,1539376,2324,5421,277431,0,M,144,180,,,2324
7807,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7808,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7809,,,,,,,,55939,134244,1014788,0,3093,635496,0,M,,,,,
7810,250,7/1/1977,2/21/2002,3/4/2019,3/4/2019,2807,17,35336,62100,334566,2807,1292,364914,0,M,25,250,,,2807
7811,,7/1/1977,,,,,,15825,52500,88214,0,1205,0,0,F,,,,,
7812,,,,,,,,0,0,0,0,0,0,0,,,,,,
7813,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7814,,,,,,,,0,0,0,0,0,0,0,,,,,,
7815,180,,3/1/2011,3/1/2011,3/1/2011,180,1,180,0,0,180,0,0,0,F,180,180,,,180
7816,,4/1/1986,,,,,,2632,18800,639,0,729,0,0,F,,,,,
7817,20,9/1/1979,3/1/2012,3/10/2016,3/10/2016,50,4,13300,35000,95269,50,993,0,0,F,10,20,,,50
7818,100,5/1/1981,2/26/2014,2/26/2014,2/26/2014,100,1,8650,45000,12170,100,1092,0,0,F,100,100,,,100
7819,,3/1/1965,,,,,,165759,187500,3785876,0,4983,406305,0,M,,,,,
7820,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7821,,6/1/1982,,,,,,43104,62500,544165,0,1241,355000,0,M,,,,,
7822,,9/1/1971,,,,,,134519,375000,1819049,0,5494,590387,1,M,,,,,
7823,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7824,,12/1/1976,,,,,,28750,125000,223989,0,1726,0,0,F,,,,,
7825,,,,,,,,0,0,0,0,0,0,1,M,,,,,
7826,180,11/1/1950,2/22/2018,2/22/2018,2/22/2018,180,1,105392,187500,1064942,180,4345,266736,0,F,180,180,,,180
7827,100,12/1/1941,6/20/2014,6/20/2014,6/20/2014,100,1,63193,62500,960559,100,1749,536856,0,M,100,100,,,100
7828,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7829,,3/20/1976,,,,,,0,0,0,0,0,0,0,F,,,,,
7830,50,8/1/2021,6/7/2009,6/10/2014,6/10/2014,165,4,35715,45000,24179,165,1828,0,0,M,50,50,,,165
7831,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7832,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7833,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7834,,,,,,,,6282,34900,7186,0,1143,0,0,M,,,,,
7835,108.9,12/1/1983,6/24/2018,6/24/2018,6/24/2018,108.9,1,46334,187500,446584,109,1923,324507,0,F,108.9,108.9,,,108.9
7836,,,,,,,,0,0,0,0,0,0,0,,,,,,
7837,100,12/1/1935,11/21/2018,11/21/2018,11/21/2018,100,1,133858,187500,2228939,108,5928,0,0,M,100,100,,,100
7838,,1/1/1935,,,,,,48125,62500,424588,0,1857,0,0,F,,,,,
7839,,7/1/1991,,,,,,950,10000,0,0,537,0,0,F,,,,,
7840,,2/12/1961,,,,,,412545,225000,11306241,3671,25326,709531,1,M,,,,,
7841,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7842,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7843,50,,6/17/2013,6/17/2013,6/17/2013,50,1,50,0,0,50,0,0,0,M,50,50,,,50
7844,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7845,,12/1/1962,,,,,,98963,62500,1959215,0,2652,802538,0,F,,,,,
7846,,,,,,,,0,0,0,0,0,0,0,,,,,,
7847,,3/1/1953,,,,,,229058,375000,3910339,3864,7777,510000,0,M,,,,,
7848,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7849,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7850,,,,,,,,0,0,0,0,0,0,0,,,,,,
7851,240,1/1/1980,4/22/2022,4/22/2022,4/22/2022,240,1,180565,132000,3199637,240,3593,579235,0,F,240,240,,,240
7852,,12/1/1957,,,,,,90000,187500,828034,0,2403,0,1,M,,,,,
7853,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7854,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7855,,9/1/1967,,,,,,99603,125000,1858522,0,3456,745900,0,M,,,,,
7856,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7857,,6/1/1945,,,,,,85075,57800,1911453,0,3032,540069,0,M,,,,,
7858,,7/1/1956,,,,,,31428,7500,547499,0,644,562558,0,F,,,,,
7859,,8/1/1969,,,,,,16842,38200,115980,0,1131,0,0,F,,,,,
7860,,12/1/1983,,,,,,11350,47500,58282,0,1089,0,0,F,,,,,
7861,180,,6/7/2009,6/5/2016,6/5/2016,540,5,46574,61800,809702,540,1389,698198,0,M,180,180,,,540
7862,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7863,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7864,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7865,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7866,,9/1/2024,,,,,,63683,65300,761613,105,2061,292055,0,F,,,,,
7867,,12/1/2027,,,,,,80801,87500,1013263,0,3816,356013,0,M,,,,,
7868,,4/1/1969,,,,,,22225,47500,176076,0,1238,0,0,F,,,,,
7869,,7/1/1966,,,,,,63750,187500,542349,0,2244,0,0,M,,,,,
7870,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7871,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7872,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7873,,6/1/1964,,,,,,35042,70000,297093,0,1518,196835,0,F,,,,,
7874,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7875,,10/1/1953,,,,,,56609,87500,591518,0,1814,327186,0,F,,,,,
7876,,,,,,,,0,0,0,0,0,0,0,,,,,,
7877,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7878,,7/1/1965,,,,,,16625,47500,16729,0,1281,0,0,F,,,,,
7879,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7880,,5/1/1935,,,,,,63125,87500,534340,0,2135,0,0,F,,,,,
7881,180,3/1/1967,4/15/2009,3/1/2012,4/23/2022,547.82,18,55447,88100,715859,548,1627,414211,0,F,50,20.52,,,547.82
7882,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7883,,3/1/1962,,,,,,26600,70000,32209,0,1544,0,0,M,,,,,
7884,100,3/1/1952,3/1/2010,3/11/2010,5/6/2014,355,8,44855,87500,227852,355,1845,0,0,F,100,50,,,355
7885,,3/1/1965,,,,,,15625,37500,68738,0,1162,0,0,F,,,,,
7886,,,,,,,,0,0,0,0,0,0,0,,,,,,
7887,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7888,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7889,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7890,75,7/1/1981,4/3/2012,4/3/2012,4/3/2012,75,1,163541,375000,3014338,2290,5695,1204610,0,M,75,75,,,75
7891,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7892,,5/1/1958,,,,,,111116,187500,5348837,2500,5701,597319,0,F,,,,,
7893,,10/1/1956,,,,,,107635,187500,1441416,0,4377,540191,0,M,,,,,
7894,,8/1/1947,,,,,,40901,70000,244215,0,1756,76010,0,F,,,,,
7895,50,,2/25/1999,3/8/2012,4/11/2014,265,7,265,0,0,265,0,0,0,M,50,25,,,265
7896,,3/8/2012,,,,,,33485,47550,28317,200,2020,0,0,M,,,,,
7897,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7898,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7899,500,7/1/1983,5/19/2015,1/26/2022,1/26/2022,2355,11,50858,74500,616506,2355,1323,716767,3,M,25,500,,,2355
7900,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7901,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7902,,4/1/1949,,,,,,261452,375000,5556908,0,8735,630883,0,M,,,,,
7903,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7904,,,,,,,,38649,83500,551360,0,1539,472375,2,M,,,,,
7905,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7906,,,,,,,,0,0,0,0,0,0,5,M,,,,,
7907,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7908,,12/1/1958,,,,,,87840,187500,741254,2215,2383,0,0,M,,,,,
7909,,5/1/2028,,,,,,88298,87500,1468928,0,4133,505966,0,M,,,,,
7910,,6/1/1958,,,,,,127450,125000,2621054,917,4085,674346,0,M,,,,,
7911,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7912,,5/4/1938,,,,,,0,0,0,0,0,0,0,F,,,,,
7913,,11/1/1986,,,,,,122562,62500,1909404,0,2159,748308,0,M,,,,,
7914,,11/1/1963,,,,,,60233,29100,1001949,0,1599,696074,0,F,,,,,
7915,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7916,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7917,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7918,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7919,,11/1/2027,,,,,,63360,88000,60362,0,2272,0,0,M,,,,,
7920,50,12/1/1947,3/10/2014,3/10/2014,3/10/2014,50,1,110950,187500,1150562,50,4553,267992,0,F,50,50,,,50
7921,,6/1/2025,,,,,,58275,72700,390295,0,2154,0,0,M,,,,,
7922,,2/23/1953,,,,,,0,0,0,0,0,0,0,M,,,,,
7923,,10/1/1979,,,,,,61445,187500,661291,0,1990,478908,0,M,,,,,
7924,,6/1/1930,,,,,,39730,51400,233575,0,1788,0,0,F,,,,,
7925,,,,,,,,0,0,0,0,0,0,0,F,,,,,
7926,1000,11/1/1946,12/13/1996,2/6/2012,6/1/2021,5145,23,96538,125000,1301049,5145,3917,502858,4,M,250,100,,,5145
7927,,1/1/1975,,,,,,161248,187500,3024767,8,4355,2287300,0,M,,,,,
7928,,4/1/1951,,,,,,33275,47500,308632,0,1445,0,0,F,,,,,
7929,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7930,,6/1/1946,,,,,,314069,375000,7104385,12718,9499,725810,0,M,,,,,
7931,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7932,3000,9/1/1976,1/21/2011,10/10/2019,11/22/2021,10100,7,126899,187500,2039985,12315,3938,745114,1,M,500,2000,,,10100
7933,,12/19/1996,,,,,,0,0,0,0,0,0,0,M,,,,,
7934,,8/1/1987,,,,,,6175,47500,12239,0,1061,0,0,M,,,,,
7935,,1/1/1960,,,,,,181177,187500,3825006,0,5247,645564,0,M,,,,,
7936,,,,,,,,0,0,0,0,0,0,0,M,,,,,
7937,,,,,,,,0,0,0,0,0,0,0,F,,,,,
