ID,LARGEST_GIFT_AMOUNT,BIRTH_DATE,FIRST_GIFT_DATE,LARGEST_GIFT_DATE,LAST_GIFT_DATE,TOTAL_GIFT_AMOUNT,TOTAL_NUMBER_GIFTS,TOTAL_GIVING_CAPACITY,TOTAL_INCOME,TOTAL_NETWORTH,TOTAL_DONATIONS,TOTAL_EAD,LARGEST_REALEST_VALUE,TOTAL_NO_EVENTS_PARTICIPATED,GENDER,FIRST_GIFT_AMOUNT,LAST_GIFT_AMOUNT,Financially_In_Dept,Avg_Gift_Amount,gifting_Capcity,gift_check,age,Group,Score
8971,50.0,1945-08-01,2011,2011,2011,50.0,1.0,117917.0,62500.0,2772725,50.0,3407.0,690742.0,0.0,M,50.0,50.0,False,50.0,0.0004240270698881,False,77.0,8,15.44707211423099
9041,180.0,1960-09-01,2011,2011,2011,180.0,1.0,40847.0,62500.0,426634,180.0,1486.0,325842.0,0.0,M,180.0,180.0,False,180.0,0.0044066883736871,False,62.0,8,15.820715988558417
9042,180.0,1950-01-01,1994,2011,2011,305.0,6.0,86600.0,62500.0,1860499,305.0,2974.0,767718.0,0.0,M,20.0,180.0,False,50.833333333333336,0.0035219399538106,False,73.0,8,15.480928460889793
9117,150.0,1958-11-01,1993,2011,2014,441.0,10.0,171376.0,225000.0,4934401,3298.0,6065.0,504209.0,0.0,M,16.0,100.0,False,44.1,0.0025732891420035,False,64.0,8,14.970761483408817
9368,25.0,1930-09-01,2011,2015,2015,70.0,3.0,79977.0,87500.0,1001814,70.0,3691.0,390643.0,0.0,M,20.0,25.0,False,23.33333333333333,0.000875251634845,False,92.0,8,14.636467549910272
9375,250.0,1950-05-16,1990,2001,2001,1986.0,20.0,112490.0,187500.0,1263698,1986.0,4557.0,372571.0,0.0,M,10.0,250.0,False,99.3,0.017654902658014,False,72.0,8,14.744576088312122
9427,50.0,1943-07-01,2018,2018,2018,50.0,1.0,63097.0,62500.0,960510,50.0,1734.0,548441.0,0.0,M,50.0,50.0,False,50.0,0.0007924307019351,False,79.0,8,14.431782087721675
9450,180.0,1939-12-01,1999,2011,2012,320.0,3.0,73000.0,64500.0,1197666,320.0,3038.0,378017.0,0.0,M,20.0,15.0,False,106.66666666666669,0.0043835616438356,False,83.0,8,15.249761857041072
9452,500.0,1941-03-01,1993,2018,2021,1900.0,10.0,61412.0,47500.0,1183586,1900.0,2600.0,629741.0,0.0,M,100.0,250.0,False,190.0,0.0309385787793916,False,82.0,8,13.150549129743512
9495,180.0,1958-10-01,2011,2011,2011,180.0,1.0,17523.0,42300.0,14819,180.0,1286.0,0.0,0.0,M,180.0,180.0,True,180.0,0.0102722136620441,False,64.0,8,15.3287357168375
9564,100.0,1955-04-01,1995,2019,2019,125.0,2.0,100023.0,187500.0,1280254,125.0,4340.0,310466.0,0.0,M,25.0,100.0,False,62.5,0.0012497125661097,False,68.0,8,14.48219798071165
9593,80.0,1937-01-01,2011,2011,2011,80.0,1.0,64291.0,87500.0,601813,80.0,2099.0,181719.0,0.0,F,80.0,80.0,False,80.0,0.0012443421318691,False,86.0,8,14.894384811758522
9906,360.0,1939-10-01,2012,2012,2019,1360.0,5.0,159316.0,187500.0,2499328,11207.0,5841.0,712170.0,0.0,M,360.0,250.0,False,272.0,0.0085364935097542,False,83.0,8,15.081250105572625
9967,500.0,1936-11-01,2005,2005,2011,1050.0,4.0,108137.0,125000.0,1700975,1050.0,4591.0,566736.0,0.0,F,500.0,150.0,False,262.5,0.0097099050278813,False,86.0,8,14.76961118435499
9990,167.0,1930-10-01,2012,2012,2012,242.0,2.0,147461.0,187500.0,1971935,242.0,6084.0,356880.0,0.0,M,167.0,75.0,False,121.0,0.0016411118872108,False,92.0,8,14.575506674906675
9992,180.0,1962-07-01,2000,2011,2011,590.0,7.0,26440.0,45000.0,224505,590.0,1286.0,0.0,0.0,M,30.0,180.0,False,84.28571428571429,0.0223146747352496,False,60.0,8,15.2127311111607
10002,500.0,1942-04-01,2011,2011,2016,550.0,2.0,102989.0,112500.0,1697855,1625.0,4155.0,651959.0,0.0,M,500.0,50.0,False,275.0,0.0053403761566769,False,81.0,8,15.559582912877922
10026,250.0,1944-02-01,2018,2019,2019,430.0,2.0,36673.0,42500.0,379006,430.0,1465.0,248864.0,0.0,M,180.0,250.0,False,215.0,0.0117252474572573,False,79.0,8,15.12706683437711
10027,200.0,1945-07-01,2007,2011,2011,300.0,2.0,181376.0,125000.0,4359160,601.0,5186.0,662807.0,0.0,M,100.0,200.0,False,150.0,0.0016540225829216,False,77.0,8,15.324388060988657
10048,180.0,1940-02-01,2011,2017,2017,1080.0,8.0,53328.0,47500.0,677957,1080.0,1588.0,474955.0,0.0,F,180.0,180.0,False,135.0,0.0202520252025202,False,83.0,8,14.33319442696125
10106,180.0,1952-03-02,1994,2021,2022,2469.0,25.0,112469.0,187500.0,1245482,2469.0,4455.0,0.0,1.0,M,25.0,15.0,False,98.76,0.0219527158594812,False,71.0,8,13.530208603337513
10141,50.0,1940-05-01,1999,2011,2011,75.0,2.0,339128.0,187500.0,9269280,75.0,7755.0,825170.0,0.0,F,25.0,50.0,False,37.5,0.0002211554339364,False,82.0,8,14.50480565229905
10154,200.0,1954-06-01,2011,2011,2014,450.0,4.0,36400.0,70000.0,225731,450.0,1654.0,0.0,0.0,M,200.0,180.0,False,112.5,0.0123626373626373,False,68.0,8,15.76684089304565
10177,200.0,1957-03-01,2005,2008,2011,880.0,6.0,113210.0,187500.0,1589345,1003.0,4472.0,631633.0,1.0,M,100.0,180.0,False,146.66666666666666,0.0077731649147601,False,66.0,8,14.42394940077694
10306,500.0,1943-11-01,1997,2006,2008,1030.0,6.0,99226.0,113000.0,1494830,3595.0,3970.0,423762.0,0.0,M,50.0,180.0,False,171.66666666666666,0.0103803438614879,False,79.0,8,15.021194250968676
10393,180.0,1947-04-01,2001,2018,2018,913.0,8.0,63703.0,62500.0,958318,913.0,2661.0,593296.0,0.0,M,144.0,45.0,False,114.125,0.0143321350642826,False,76.0,8,15.061106970798896
10402,100.0,1935-12-01,2011,2011,2011,100.0,1.0,43950.0,62500.0,261862,200.0,1841.0,0.0,0.0,F,100.0,100.0,False,100.0,0.0022753128555176,False,87.0,8,15.003945229764465
10410,100.0,1948-11-01,2019,2019,2019,100.0,1.0,54594.0,87500.0,481882,100.0,1893.0,197375.0,0.0,M,100.0,100.0,False,100.0,0.0018317031175587,False,74.0,8,14.583824636705943
10562,180.0,1960-05-01,2011,2011,2011,180.0,1.0,63865.0,112500.0,715383,180.0,1912.0,373707.0,0.0,F,180.0,180.0,False,180.0,0.0028184451577546,False,62.0,8,15.042842046882146
10570,25.0,1951-08-01,2006,2011,2011,100.0,5.0,15463.0,23700.0,92841,100.0,1083.0,0.0,0.0,F,25.0,25.0,False,20.0,0.0064670503783224,False,71.0,8,15.082044666316689
10617,200.0,1952-04-01,2011,2011,2011,200.0,1.0,35500.0,47500.0,356576,200.0,1432.0,0.0,0.0,M,200.0,200.0,False,200.0,0.0056338028169014,False,71.0,8,15.936895419444177
10730,600.0,1950-07-01,2001,2022,2022,3875.0,13.0,138452.0,225000.0,1544133,6305.0,5176.0,392949.0,2.0,M,250.0,600.0,False,298.0769230769231,0.0279880391760321,False,72.0,8,12.664326070392896
10908,180.0,1960-07-01,2006,2011,2011,354.0,4.0,41844.0,55200.0,472703,354.0,1423.0,388198.0,0.0,F,144.0,15.0,False,88.5,0.0084599942644106,False,62.0,8,15.154723617324343
11013,35.0,1930-12-01,1999,2021,2021,95.0,3.0,175546.0,187500.0,3076291,10569.0,6699.0,712046.0,0.0,M,25.0,35.0,False,31.666666666666668,0.0005411686965239,False,92.0,8,14.408740224364422
11247,180.0,1936-11-01,1999,2012,2012,834.0,6.0,82437.0,62500.0,1448982,834.0,3216.0,434570.0,0.0,M,50.0,180.0,False,139.0,0.0101168164780377,False,86.0,8,15.147689589472844
11481,180.0,1957-04-01,2011,2011,2011,180.0,1.0,72081.0,76400.0,1160256,180.0,2761.0,450565.0,0.0,F,180.0,180.0,False,180.0,0.0024971906605069,False,66.0,8,15.020046611631532
11533,50.0,1939-03-01,2011,2011,2011,50.0,1.0,58097.0,55100.0,961491,50.0,1703.0,488717.0,0.0,M,50.0,50.0,False,50.0,0.0008606296366421,False,84.0,8,15.490032022956083
11539,144.0,1941-05-01,2007,2007,2011,169.0,2.0,86650.0,125000.0,814999,2599.0,2351.0,206020.0,0.0,M,144.0,25.0,False,84.5,0.0019503750721292,False,81.0,8,14.924262106683727
11619,180.0,1942-01-01,2004,2006,2014,1261.0,11.0,25511.0,37500.0,106165,1261.0,1415.0,0.0,0.0,M,144.0,25.0,False,114.63636363636364,0.0494296577946768,False,81.0,8,9.091413875833489
11630,50.0,1932-10-01,2006,2019,2019,400.0,8.0,75339.0,70000.0,1227572,400.0,3406.0,560784.0,0.0,M,50.0,50.0,False,50.0,0.0053093351385072,False,90.0,8,14.869711433490917
11784,180.0,1950-08-01,2011,2011,2011,180.0,1.0,158240.0,187500.0,3418366,180.0,5646.0,487721.0,0.0,F,180.0,180.0,False,180.0,0.0011375126390293,False,72.0,8,14.889396362906181
11865,180.0,1946-05-01,2011,2011,2011,180.0,1.0,71531.0,70000.0,1127187,180.0,2934.0,671012.0,0.0,F,180.0,180.0,False,180.0,0.0025163914945967,False,76.0,8,15.046159765527747
11918,180.0,1952-04-01,2011,2014,2017,280.0,3.0,81952.0,125000.0,939346,780.0,2139.0,423439.0,0.0,M,180.0,50.0,False,93.33333333333331,0.003416634127294,False,71.0,8,14.956936203955475
11950,180.0,1942-09-01,2006,2011,2012,468.0,3.0,20468.0,35000.0,10216,468.0,1364.0,0.0,0.0,M,144.0,15.0,True,156.0,0.0228649599374633,False,80.0,8,14.081753065938024
11966,100.0,1930-12-01,2016,2019,2019,3700.0,37.0,64075.0,87500.0,58506,3700.0,2209.0,0.0,0.0,M,100.0,100.0,True,100.0,0.0577448302770191,False,92.0,8,6.545660013537784
12270,300.0,1933-09-01,2002,2016,2016,3640.0,23.0,61390.0,87500.0,57153,3640.0,2153.0,0.0,2.0,M,150.0,300.0,True,158.2608695652174,0.0592930444697833,False,89.0,8,5.274700454190066
12273,100.0,1936-01-01,2017,2017,2017,100.0,1.0,58635.0,70000.0,630360,100.0,1930.0,274700.0,0.0,M,100.0,100.0,False,100.0,0.0017054660185895,False,87.0,8,14.513433627631288
12317,180.0,1940-04-01,2008,2011,2011,555.0,4.0,113817.0,187500.0,1251971,1317.0,5016.0,0.0,0.0,M,180.0,180.0,False,138.75,0.0048762487150425,False,83.0,8,15.594065476983058
12342,250.0,1952-12-01,2019,2019,2019,250.0,1.0,51489.0,73000.0,474697,3429.0,1697.0,0.0,0.0,M,250.0,250.0,False,250.0,0.0048554060090504,False,70.0,8,14.855105203897214
12346,165.0,1948-10-01,2011,2011,2011,165.0,1.0,18606.0,35000.0,33718,165.0,1295.0,11810.0,0.0,M,165.0,165.0,True,165.0,0.0088681070622379,False,74.0,8,15.320591982361481
12354,144.0,1941-05-01,2007,2008,2012,363.0,4.0,41922.0,36500.0,528935,363.0,1412.0,400478.0,0.0,M,144.0,50.0,False,90.75,0.0086589380277658,False,81.0,8,15.07972822473494
12520,300.0,1935-05-01,1991,2007,2017,850.0,7.0,196934.0,187500.0,4718430,12487.0,7050.0,705613.0,1.0,M,25.0,100.0,False,121.42857142857144,0.0043161668376207,False,87.0,8,13.833825967354274
12548,50.0,1940-09-01,2017,2017,2017,50.0,1.0,124054.0,187500.0,1390608,50.0,5090.0,267585.0,0.0,M,50.0,50.0,False,50.0,0.0004030502845535,False,82.0,8,14.37563056988274
12589,144.0,1939-02-01,2005,2006,2011,298.0,3.0,91732.0,108000.0,1392079,298.0,4026.0,511089.0,0.0,F,144.0,10.0,False,99.33333333333331,0.00324859372956,False,84.0,8,14.401504514979747
12662,180.0,1948-03-01,2011,2011,2011,180.0,1.0,44676.0,45000.0,550015,180.0,1450.0,421916.0,0.0,M,180.0,180.0,False,180.0,0.0040290088638195,False,75.0,8,15.821388327807753
12687,100.0,1933-08-01,2012,2012,2012,100.0,1.0,127843.0,125000.0,2414211,300.0,5160.0,746517.0,0.0,M,100.0,100.0,False,100.0,0.0007822094287524,False,89.0,8,14.481181143406054
12707,200.0,1944-03-01,2012,2021,2021,250.0,2.0,98204.0,125000.0,1457012,250.0,4137.0,559074.0,0.0,M,50.0,200.0,False,125.0,0.0025457211518879,False,79.0,8,14.662830769793747
12714,100.0,1943-12-01,2002,2020,2020,545.0,10.0,91705.0,125000.0,1075343,545.0,3877.0,423203.0,0.0,M,15.0,100.0,False,54.5,0.0059429693037457,False,79.0,8,14.86406689921731
12751,500.0,1968-02-01,2005,2011,2011,1472.0,7.0,79112.0,62500.0,1489089,1472.0,2388.0,758912.0,0.0,M,144.0,500.0,False,210.28571428571428,0.0186065325108706,False,55.0,8,15.568507327144506
12778,180.0,1946-01-01,2011,2011,2011,180.0,1.0,47430.0,87500.0,51889,180.0,1943.0,0.0,0.0,M,180.0,180.0,True,180.0,0.0037950664136622,False,77.0,8,15.015138844930597
12782,250.0,1932-10-01,2021,2021,2022,613.37,17.0,92080.0,95264.0,1165502,3792.0,3888.0,489220.0,1.0,M,22.29,23.52,False,36.08058823529412,0.0066612728062554,False,90.0,8,13.966448047156854
12997,180.0,1956-02-01,2010,2011,2022,776.26,21.0,39276.0,87500.0,47668,776.0,1783.0,0.0,0.0,M,45.0,27.46,True,36.96476190476191,0.0197642326102454,False,67.0,8,14.262636448944596
13034,100.0,1941-08-01,2011,2011,2011,100.0,1.0,71709.0,87500.0,840663,100.0,2028.0,399685.0,0.0,M,100.0,100.0,False,100.0,0.001394525094479,False,81.0,8,15.558326621688039
13066,1000.0,1930-06-01,1991,2013,2013,1400.0,6.0,100516.0,125000.0,1053454,3016.0,4446.0,0.0,0.0,M,50.0,1000.0,False,233.33333333333331,0.0139281308448406,False,92.0,8,14.982336856215978
13088,450.0,1967-03-01,2011,2011,2011,450.0,1.0,86043.0,123000.0,1290936,450.0,3213.0,547730.0,0.0,M,450.0,450.0,False,450.0,0.0052299431679509,False,56.0,8,15.87716769868741
13131,180.0,1946-05-01,2011,2011,2011,180.0,1.0,149051.0,187500.0,2624332,180.0,5556.0,564640.0,0.0,M,180.0,180.0,False,180.0,0.0012076403378709,False,76.0,8,15.53915498812407
13141,300.0,1943-08-01,2001,2008,2011,1308.0,11.0,124291.0,54700.0,2861199,1308.0,3291.0,439979.0,0.0,M,5.0,100.0,False,118.9090909090909,0.0105236903717887,False,79.0,8,15.411540623290106
13168,50.0,1952-11-01,2020,2021,2021,100.0,2.0,29475.0,62500.0,29539,100.0,1591.0,0.0,0.0,M,50.0,50.0,True,50.0,0.003392705682782,False,70.0,8,13.932005602818954
13180,200.0,1942-08-01,2005,2018,2018,250.0,2.0,216380.0,87500.0,4500551,42593.0,4559.0,634015.0,0.0,M,50.0,200.0,False,125.0,0.0011553748035862,False,80.0,8,14.479213425848231
13218,50.0,1931-01-01,2011,2011,2011,50.0,1.0,43175.0,62500.0,36001,50.0,1922.0,0.0,0.0,M,50.0,50.0,True,50.0,0.0011580775911986,False,92.0,8,14.71510616946434
13270,180.0,1935-08-01,1999,2011,2014,469.0,6.0,69572.0,51300.0,1211960,469.0,2881.0,715161.0,0.0,M,20.0,25.0,False,78.16666666666667,0.0067412177312712,False,87.0,8,15.346195179159826
13280,180.0,1934-12-01,2012,2012,2012,180.0,1.0,73305.0,112500.0,771207,180.0,2369.0,0.0,0.0,M,180.0,180.0,False,180.0,0.0024554941682013,False,88.0,8,14.669004209653226
13296,100.0,1938-08-01,2018,2018,2021,700.0,22.0,50056.0,47500.0,610035,700.0,1615.0,398112.0,0.0,M,100.0,25.0,False,31.818181818181817,0.013984337541953,False,84.0,8,15.034682145981364
13299,100.0,1948-11-01,2019,2019,2019,100.0,1.0,51171.0,87500.0,388472,100.0,1893.0,128920.0,0.0,M,100.0,100.0,False,100.0,0.0019542318891559,False,74.0,8,14.597035877413774
13359,1000.0,1955-08-01,1995,2011,2011,2350.0,6.0,65732.0,97200.0,465078,13242.0,1878.0,0.0,0.0,M,250.0,1000.0,False,391.6666666666667,0.0357512322765167,False,67.0,8,12.943571949943365
13404,750.0,1923-03-20,1990,1996,2000,4381.4,41.0,167131.0,225000.0,2246057,4381.0,7397.0,0.0,0.0,M,13.95,50.0,False,106.86341463414634,0.0262153639959074,False,100.0,8,13.748819383325154
13406,360.0,1950-05-01,2011,2011,2011,360.0,1.0,53433.0,87500.0,457419,360.0,1877.0,186450.0,0.0,F,360.0,360.0,False,360.0,0.0067374094660602,False,72.0,8,15.37410168229844
13451,10000.0,1946-10-01,1994,2011,2011,10100.0,2.0,48751.0,47500.0,2051971,23576.0,2734.0,0.0,0.0,M,100.0,10000.0,False,5050.0,0.207175237431027,False,76.0,8,3.6382488526369707
13522,135.0,1941-10-01,2011,2011,2011,135.0,1.0,50885.0,87500.0,88819,135.0,2010.0,0.0,0.0,M,135.0,135.0,False,135.0,0.0026530411712685,False,81.0,8,15.69236255708238
13610,180.0,1949-10-01,1994,2011,2012,520.0,9.0,59157.0,87500.0,595855,520.0,1877.0,297745.0,0.0,M,50.0,100.0,False,57.77777777777778,0.0087901685345774,False,73.0,8,15.481259420313098
13642,100.0,1936-11-01,2007,2012,2012,500.0,5.0,71782.0,87500.0,804111,500.0,2099.0,190270.0,0.0,M,100.0,100.0,False,100.0,0.0069655345351202,False,86.0,8,15.046500911158034
13717,100.0,1942-07-01,2000,2021,2021,120.0,2.0,49783.0,47200.0,628895,120.0,1557.0,445745.0,0.0,M,20.0,100.0,False,60.0,0.0024104614024867,False,80.0,8,14.640628435361556
13782,100.0,1933-09-01,2011,2011,2011,100.0,1.0,75871.0,42200.0,1405172,100.0,2744.0,598918.0,0.0,F,100.0,100.0,False,100.0,0.0013180266504988,False,89.0,8,14.89406960876449
13816,180.0,1958-07-01,2008,2011,2011,360.0,4.0,10860.0,25000.0,5718,360.0,1043.0,0.0,0.0,F,180.0,180.0,True,90.0,0.0331491712707182,False,64.0,8,12.046637484822083
13858,120.0,1932-06-01,2017,2017,2017,120.0,1.0,82021.0,70000.0,1553561,120.0,3620.0,686022.0,0.0,M,120.0,20.0,False,120.0,0.0014630399531827,False,90.0,8,14.47807928114268
13860,240.0,1951-04-01,2007,2011,2012,840.0,4.0,66256.0,91500.0,736636,840.0,1896.0,411628.0,0.0,M,240.0,20.0,False,210.0,0.0126780970780004,False,72.0,8,15.562948675321374
13940,690.0,1942-11-01,1989,2000,2002,4015.0,24.0,130854.0,187500.0,1570385,4015.0,5123.0,399284.0,0.0,M,50.0,75.0,False,167.29166666666666,0.0306830513396609,False,80.0,8,13.040413141861007
14056,180.0,1952-07-01,2011,2011,2011,180.0,1.0,16980.0,35000.0,11731,180.0,1262.0,0.0,0.0,F,180.0,180.0,True,180.0,0.0106007067137809,False,70.0,8,14.715716315619773
14077,90.0,1962-05-01,2011,2011,2011,90.0,1.0,37090.0,87500.0,1429930,90.0,2881.0,0.0,0.0,M,90.0,90.0,False,90.0,0.0024265300620113,False,60.0,8,15.634754264103291
14249,100.0,1934-10-01,2019,2019,2019,100.0,1.0,30975.0,47500.0,23075,100.0,1657.0,0.0,0.0,M,100.0,100.0,True,100.0,0.003228410008071,False,88.0,8,13.92019210263895
14281,144.0,1936-04-01,1994,1998,2011,444.0,9.0,148014.0,187500.0,2359964,767.0,6008.0,544944.0,1.0,M,50.0,100.0,False,49.333333333333336,0.002999716243058,False,87.0,8,14.059074149706886
14391,180.0,1938-01-01,2004,2006,2012,1224.0,8.0,49127.0,47500.0,577720,1224.0,1615.0,369065.0,0.0,M,144.0,72.0,False,153.0,0.0249150161825472,False,85.0,8,14.14508497620862
14516,180.0,1955-03-01,2011,2011,2011,180.0,1.0,105733.0,47500.0,2212387,180.0,2587.0,798908.0,0.0,M,180.0,180.0,False,180.0,0.0017024013316561,False,68.0,8,15.5762719282854
14533,50.0,1949-04-01,2020,2020,2020,50.0,1.0,38255.0,45500.0,418571,50.0,1444.0,0.0,0.0,M,50.0,50.0,False,50.0,0.0013070186903672,False,74.0,8,14.458861837398045
14592,100.0,1949-02-01,2011,2011,2011,100.0,1.0,113713.0,187500.0,1666355,2800.0,4874.0,305759.0,0.0,M,100.0,100.0,False,100.0,0.0008794069279677,False,74.0,8,15.498301089886299
14656,180.0,1944-11-01,2000,2011,2011,349.0,3.0,83140.0,125000.0,855011,349.0,2271.0,280825.0,0.0,M,25.0,180.0,False,116.33333333333331,0.004197738753909,False,78.0,8,15.55733745984171
14702,180.0,1951-05-01,2011,2011,2011,180.0,1.0,11255.0,17500.0,57028,180.0,955.0,0.0,0.0,M,180.0,180.0,False,180.0,0.0159928920479786,False,71.0,8,16.044062070937038
14745,50.0,1948-03-01,1996,2010,2011,110.0,3.0,82461.0,87500.0,1672208,110.0,3466.0,737029.0,0.0,M,35.0,25.0,False,36.66666666666666,0.0013339639344659,False,75.0,8,14.837601856383612
14751,1525.0,1936-09-01,2005,2005,2006,2035.0,5.0,151847.0,187500.0,2505872,2035.0,6025.0,633747.0,0.0,M,75.0,85.0,False,407.0,0.0134016477111829,False,86.0,8,14.99913350281859
14755,180.0,1945-03-01,2011,2011,2011,180.0,1.0,60212.0,87500.0,580073,180.0,1959.0,238136.0,0.0,M,180.0,180.0,False,180.0,0.0029894373214641,False,78.0,8,15.728326282266526
14803,300.0,1944-07-01,2020,2020,2020,300.0,1.0,37500.0,57500.0,265230,300.0,1661.0,0.0,0.0,M,300.0,300.0,False,300.0,0.008,False,78.0,8,14.990203951515094
15077,100.0,1934-05-01,2012,2012,2012,100.0,1.0,23200.0,35000.0,20375,100.0,1473.0,0.0,0.0,M,100.0,100.0,True,100.0,0.0043103448275862,False,88.0,8,14.053097621649085
15203,180.0,1952-07-01,1992,2011,2011,540.0,7.0,196049.0,375000.0,2263402,1512.0,6968.0,290740.0,0.0,M,25.0,180.0,False,77.14285714285714,0.0027544134374569,False,70.0,8,15.390333353875024
15264,325.0,1944-03-01,1992,1994,2008,1485.0,9.0,47349.0,81900.0,47914,1485.0,1923.0,0.0,0.0,M,150.0,75.0,True,165.0,0.0313628587720965,False,79.0,8,12.181503175303517
15470,180.0,1942-11-01,2007,2011,2011,504.0,3.0,4779.0,7500.0,0,504.0,720.0,0.0,0.0,F,144.0,180.0,True,168.0,0.1054613935969868,False,80.0,8,2.4467775382036527
15521,180.0,1941-02-01,2009,2011,2012,540.0,3.0,95194.0,62500.0,2247559,540.0,3391.0,657124.0,0.0,F,180.0,15.0,False,180.0,0.0056726264260352,False,82.0,8,14.707034676662964
15613,50.0,1934-05-01,2011,2013,2013,90.0,2.0,55822.0,45000.0,898329,90.0,1635.0,520636.0,0.0,F,40.0,50.0,False,45.0,0.0016122675647594,False,88.0,8,14.111163728623364
15678,300.0,1942-02-01,2004,2004,2013,571.0,3.0,36821.0,62500.0,32718,571.0,1749.0,0.0,0.0,M,300.0,216.0,True,190.33333333333331,0.015507454984927,False,81.0,8,14.166531087842223
15689,40.0,1938-08-01,2004,2011,2011,85.0,3.0,139585.0,225000.0,1678899,85.0,5940.0,0.0,0.0,F,25.0,40.0,False,28.33333333333333,0.0006089479528602,False,84.0,8,14.537705206900197
15787,100.0,1943-07-01,2011,2011,2011,100.0,1.0,107767.0,125000.0,1761093,100.0,4354.0,728333.0,0.0,F,100.0,100.0,False,100.0,0.0009279278443308,False,79.0,8,14.872487475925553
15807,50.0,1938-03-01,2016,2016,2016,50.0,1.0,92740.0,87600.0,1596294,75.0,3802.0,767066.0,0.0,M,50.0,50.0,False,50.0,0.0005391416864351,False,85.0,8,14.357528951825456
15948,50.0,1935-01-01,2011,2011,2011,50.0,1.0,56925.0,87500.0,140329,50.0,2135.0,0.0,0.0,M,50.0,50.0,False,50.0,0.0008783487044356,False,88.0,8,15.480603627158878
15999,180.0,1943-01-01,2011,2011,2020,305.0,3.0,80732.0,54100.0,1427568,305.0,2822.0,734951.0,0.0,M,180.0,100.0,False,101.66666666666669,0.0037779319229054,False,80.0,8,15.428342606482659
16030,100.0,1943-05-01,2004,2019,2019,420.0,5.0,54362.0,70000.0,561273,420.0,1817.0,280830.0,0.0,M,20.0,100.0,False,84.0,0.0077259850630955,False,79.0,8,15.032430248619564
16257,300.0,1933-01-01,2012,2012,2012,300.0,1.0,42175.0,62500.0,35395,300.0,1889.0,0.0,0.0,M,300.0,300.0,True,300.0,0.0071132187314759,False,90.0,8,14.237575183022882
16302,180.0,1952-10-01,2003,2011,2011,1224.0,8.0,61444.0,70000.0,864064,1224.0,1668.0,546402.0,0.0,F,144.0,165.0,False,153.0,0.0199205780873641,False,70.0,8,14.831708425862388
16312,250.0,1953-02-01,2011,2011,2011,250.0,1.0,236555.0,375000.0,4654553,250.0,8074.0,675739.0,0.0,M,250.0,250.0,False,250.0,0.00105683667646,False,70.0,8,15.509091845449586
16345,250.0,1947-07-01,1996,2020,2020,3354.0,17.0,55283.0,27500.0,883541,3354.0,1192.0,498466.0,0.0,M,144.0,250.0,False,197.2941176470588,0.0606696452797424,False,75.0,8,6.767164924125121
16365,180.0,1933-04-01,1998,2013,2014,689.0,12.0,39860.0,45000.0,378166,689.0,1649.0,180423.0,0.0,M,144.0,15.0,False,57.41666666666666,0.0172854992473657,False,90.0,8,14.832234874364637
16448,240.0,1946-09-01,2004,2006,2015,1125.0,10.0,53745.0,46000.0,808409,1193.0,1476.0,563443.0,0.0,M,20.0,25.0,False,112.5,0.02093217973765,False,76.0,8,14.552901421121602
16505,250.0,1943-03-01,2012,2012,2014,450.0,3.0,261392.0,375000.0,4776977,4121.0,8985.0,498655.0,0.0,M,250.0,100.0,False,150.0,0.0017215523045846,False,80.0,8,14.560112997467227
16577,50.0,1945-04-01,2011,2011,2011,50.0,1.0,76078.0,70000.0,1184005,2480.0,2994.0,701962.0,0.0,M,50.0,50.0,False,50.0,0.0006572202213517,False,78.0,8,15.47539337881829
16578,180.0,1932-02-01,2009,2010,2012,330.0,3.0,69678.0,62500.0,1132050,330.0,3208.0,336517.0,0.0,M,180.0,10.0,False,110.0,0.0047360716438474,False,91.0,8,14.828734189693417
16595,250.0,1957-01-01,2004,2005,2011,450.0,3.0,177700.0,375000.0,2038302,450.0,6480.0,320000.0,0.0,M,100.0,100.0,False,150.0,0.0025323579065841,False,66.0,8,14.930852027353229
16597,180.0,1932-04-01,2011,2011,2011,180.0,1.0,65409.0,70000.0,782748,180.0,1997.0,352583.0,0.0,F,180.0,180.0,False,180.0,0.0027519148740998,False,91.0,8,15.041362871907554
16661,144.0,1955-12-01,2005,2010,2011,576.0,4.0,55964.0,87500.0,574597,576.0,1783.0,337766.0,0.0,M,144.0,12.0,False,144.0,0.0102923307840754,False,67.0,8,15.428513072131267
16707,100.0,1954-06-01,2018,2018,2018,100.0,1.0,45009.0,62500.0,476980,100.0,1578.0,323180.0,0.0,M,100.0,100.0,False,100.0,0.0022217778666488,False,68.0,8,14.572606036912756
16756,100.0,1939-03-01,2021,2021,2021,100.0,1.0,84581.0,62500.0,1518156,622.0,3183.0,812575.0,0.0,M,100.0,100.0,False,100.0,0.0011822986249866,False,84.0,8,14.485554003178244
16786,25.0,1935-01-01,2005,2016,2016,50.0,2.0,62660.0,62500.0,791335,50.0,1857.0,284267.0,0.0,M,25.0,25.0,False,25.0,0.0007979572294924,False,88.0,8,14.395620867266594
16829,225.0,1948-10-01,1998,2003,2016,1294.0,11.0,58976.0,70000.0,725576,1294.0,1726.0,439646.0,0.0,M,144.0,15.0,False,117.63636363636364,0.0219411285946825,False,74.0,8,14.452421804223043
